"","row_id","drink","date_modified","id_drink","alcoholic","category","glass","ingredient_number","ingredient","measure","measure_vol_frc","measure_vol_dec","measure_vol_dsh","measure_unit","measure_new","measure_ml","measure_stdz","ingredient_and_others","original_ingredient"
"1174",296,"Horse's Neck",2017-09-02 17:34:52,17202,"alcoholic","ordinary drink","highball glass",2,"brandy","2 oz","2",NA,NA,"oz",2,56,-0.0585595658120971,"brandy","brandy"
"1175",296,"Horse's Neck",2017-09-02 17:34:52,17202,"alcoholic","ordinary drink","highball glass",3,"ginger ale","5 oz","5",NA,NA,"oz",5,140,-0.01476287130174,"ginger ale","ginger ale"
"1176",296,"Horse's Neck",2017-09-02 17:34:52,17202,"alcoholic","ordinary drink","highball glass",4,"bitters","2 dashes","2",NA,NA,"dashes",2,1.2,-0.0585595658120971,"bitters","bitters"
"1177",297,"Hot Chocolate to Die for",2017-02-20 15:06:06,12738,"non alcoholic","cocoa","coffee mug",1,"chocolate","12 oz fine","12",NA,NA,"oz fine",12,336,0.0874294158890934,"uncommon ingredient","chocolate"
"1178",297,"Hot Chocolate to Die for",2017-02-20 15:06:06,12738,"non alcoholic","cocoa","coffee mug",2,"butter","1 tsp","1",NA,NA,"tsp",1,NA,-0.0731584639822161,"uncommon ingredient","butter"
"1179",297,"Hot Chocolate to Die for",2017-02-20 15:06:06,12738,"non alcoholic","cocoa","coffee mug",3,"vanilla extract","1/2 tsp","1/2",NA,NA,"tsp",0.5,NA,-0.0804579130672757,"uncommon ingredient","vanilla extract"
"1180",297,"Hot Chocolate to Die for",2017-02-20 15:06:06,12738,"non alcoholic","cocoa","coffee mug",4,"half-and-half","1 cup","1",NA,NA,"cup",1,250,-0.0731584639822161,"uncommon ingredient","half-and-half"
"1181",297,"Hot Chocolate to Die for",2017-02-20 15:06:06,12738,"non alcoholic","cocoa","coffee mug",5,"marshmallows","mini",NA,NA,NA,"mini",NA,NA,NA,"uncommon ingredient","marshmallows"
"1182",298,"Hot Creamy Bush",2016-08-31 19:27:17,14782,"alcoholic","coffee / tea","coffee mug",1,"irish whiskey","1 shot","1",NA,NA,"shot",1,30,-0.0731584639822161,"uncommon ingredient","irish whiskey"
"1183",298,"Hot Creamy Bush",2016-08-31 19:27:17,14782,"alcoholic","coffee / tea","coffee mug",2,"bailey's irish cream","3/4 shot","3/4",NA,NA,"shot",0.75,22.5,-0.0768081885247459,"bailey's irish cream","bailey's irish cream"
"1184",298,"Hot Creamy Bush",2016-08-31 19:27:17,14782,"alcoholic","coffee / tea","coffee mug",3,"coffee","6 oz hot","6",NA,NA,"oz hot",6,168,-0.000163973131620906,"coffee","coffee"
"1185",299,"Ice Pick #1",2016-07-21 10:02:06,13539,"alcoholic","ordinary drink","collins glass",1,"vodka","1 1/2 oz","1 1/2",NA,NA,"oz",1.5,42,-0.0658590148971566,"vodka","vodka"
"1186",299,"Ice Pick #1",2016-07-21 10:02:06,13539,"alcoholic","ordinary drink","collins glass",2,"iced tea","6 oz","6",NA,NA,"oz",6,168,-0.000163973131620906,"uncommon ingredient","iced tea"
"1187",299,"Ice Pick #1",2016-07-21 10:02:06,13539,"alcoholic","ordinary drink","collins glass",3,"lemon juice","to taste",NA,NA,NA,"to taste",NA,NA,NA,"lemon juice","lemon juice"
"1188",300,"Iced Coffee",2016-02-03 15:37:35,12770,"non alcoholic","coffee / tea","coffee mug",1,"coffee","1/4 cup instant","1/4",NA,NA,"cup instant",0.25,62.5,-0.0841076376098054,"coffee","coffee"
"1189",300,"Iced Coffee",2016-02-03 15:37:35,12770,"non alcoholic","coffee / tea","coffee mug",2,"sugar","1/4 cup","1/4",NA,NA,"cup",0.25,62.5,-0.0841076376098054,"sugar","sugar"
"1190",300,"Iced Coffee",2016-02-03 15:37:35,12770,"non alcoholic","coffee / tea","coffee mug",3,"water","1/4 cup hot","1/4",NA,NA,"cup hot",0.25,62.5,-0.0841076376098054,"water","water"
"1191",300,"Iced Coffee",2016-02-03 15:37:35,12770,"non alcoholic","coffee / tea","coffee mug",4,"milk","4 cups cold","4",NA,NA,"cups cold",4,1000,-0.029361769471859,"milk","milk"
"1192",301,"Iced Coffee Fillip",2016-02-03 15:43:43,12772,"alcoholic","coffee / tea","coffee mug",1,"kahlua","2 tsp","2",NA,NA,"tsp",2,NA,-0.0585595658120971,"kahlua","kahlua"
"1193",301,"Iced Coffee Fillip",2016-02-03 15:43:43,12772,"alcoholic","coffee / tea","coffee mug",2,"coffee","strong cold",NA,NA,NA,"strong cold",NA,NA,NA,"coffee","coffee"
"1194",302,"Imperial Cocktail",2017-02-20 15:13:45,12706,"alcoholic","cocktail","cocktail glass",1,"lime juice","4 cl","4",NA,NA,"cl",4,40,-0.029361769471859,"lime juice","lime juice"
"1195",302,"Imperial Cocktail",2017-02-20 15:13:45,12706,"alcoholic","cocktail","cocktail glass",2,"gin","2 cl","2",NA,NA,"cl",2,20,-0.0585595658120971,"gin","gin"
"1196",302,"Imperial Cocktail",2017-02-20 15:13:45,12706,"alcoholic","cocktail","cocktail glass",3,"aperol","4 cl","4",NA,NA,"cl",4,40,-0.029361769471859,"uncommon ingredient","aperol"
"1197",303,"Imperial Fizz",2017-09-08 16:29:08,11524,"alcoholic","ordinary drink","highball glass",1,"light rum","1/2 oz","1/2",NA,NA,"oz",0.5,14,-0.0804579130672757,"light rum","light rum"
"1198",303,"Imperial Fizz",2017-09-08 16:29:08,11524,"alcoholic","ordinary drink","highball glass",2,"blended whiskey","1 1/2 oz","1 1/2",NA,NA,"oz",1.5,42,-0.0658590148971566,"uncommon ingredient","blended whiskey"
"1199",303,"Imperial Fizz",2017-09-08 16:29:08,11524,"alcoholic","ordinary drink","highball glass",3,"lemon","juice of 1/2",NA,NA,NA,"juice of",NA,NA,NA,"lemon","lemon"
"1200",303,"Imperial Fizz",2017-09-08 16:29:08,11524,"alcoholic","ordinary drink","highball glass",4,"powdered sugar","1 tsp","1",NA,NA,"tsp",1,NA,-0.0731584639822161,"powdered sugar","powdered sugar"
"1201",303,"Imperial Fizz",2017-09-08 16:29:08,11524,"alcoholic","ordinary drink","highball glass",5,"carbonated water","",NA,NA,NA,NA,NA,NA,NA,"carbonated water","carbonated water"
"1202",304,"Ipamena",2016-07-21 09:49:52,17176,"non alcoholic","ordinary drink","wine glass",1,"lime","½",NA,NA,NA,NA,NA,NA,NA,"lime","lime"
"1203",304,"Ipamena",2016-07-21 09:49:52,17176,"non alcoholic","ordinary drink","wine glass",2,"brown sugar","2 tsp","2",NA,NA,"tsp",2,NA,-0.0585595658120971,"uncommon ingredient","brown sugar"
"1204",304,"Ipamena",2016-07-21 09:49:52,17176,"non alcoholic","ordinary drink","wine glass",3,"passion fruit juice","4 cl","4",NA,NA,"cl",4,40,-0.029361769471859,"uncommon ingredient","passion fruit juice"
"1205",304,"Ipamena",2016-07-21 09:49:52,17176,"non alcoholic","ordinary drink","wine glass",4,"ginger ale","top up with",NA,NA,NA,"top up with",NA,NA,NA,"ginger ale","ginger ale"
"1206",304,"Ipamena",2016-07-21 09:49:52,17176,"non alcoholic","ordinary drink","wine glass",5,"ice","fill",NA,NA,NA,"fill",NA,NA,NA,"ice","ice"
"1207",305,"Irish Coffee",2015-08-18 15:09:59,13971,"alcoholic","coffee / tea","coffee mug",1,"irish whiskey","1 1/2 oz","1 1/2",NA,NA,"oz",1.5,42,-0.0658590148971566,"uncommon ingredient","irish whiskey"
"1208",305,"Irish Coffee",2015-08-18 15:09:59,13971,"alcoholic","coffee / tea","coffee mug",2,"coffee","8 oz","8",NA,NA,"oz",8,224,0.0290338232086172,"coffee","coffee"
"1209",305,"Irish Coffee",2015-08-18 15:09:59,13971,"alcoholic","coffee / tea","coffee mug",3,"sugar","1 tsp","1",NA,NA,"tsp",1,NA,-0.0731584639822161,"sugar","sugar"
"1210",305,"Irish Coffee",2015-08-18 15:09:59,13971,"alcoholic","coffee / tea","coffee mug",4,"whipped cream","1 tblsp","1",NA,NA,"tblsp",1,NA,-0.0731584639822161,"uncommon ingredient","whipped cream"
"1211",306,"Irish Cream",2017-09-08 16:31:39,12820,"alcoholic","homemade liqueur","coffee mug",1,"scotch","1 cup","1",NA,NA,"cup",1,250,-0.0731584639822161,"scotch","scotch"
"1212",306,"Irish Cream",2017-09-08 16:31:39,12820,"alcoholic","homemade liqueur","coffee mug",2,"half-and-half","1 1/4 cup","1 1/4",NA,NA,"cup",1.25,312.5,-0.0695087394396864,"uncommon ingredient","half-and-half"
"1213",306,"Irish Cream",2017-09-08 16:31:39,12820,"alcoholic","homemade liqueur","coffee mug",3,"condensed milk","1 can sweetened","1",NA,NA,"can sweetened",1,NA,-0.0731584639822161,"uncommon ingredient","condensed milk"
"1214",306,"Irish Cream",2017-09-08 16:31:39,12820,"alcoholic","homemade liqueur","coffee mug",4,"coconut syrup","3 drops","3",NA,NA,"drops",3,NA,-0.0439606676419781,"uncommon ingredient","coconut syrup"
"1215",306,"Irish Cream",2017-09-08 16:31:39,12820,"alcoholic","homemade liqueur","coffee mug",5,"chocolate syrup","1 tblsp","1",NA,NA,"tblsp",1,NA,-0.0731584639822161,"uncommon ingredient","chocolate syrup"
"1216",307,"Irish Curdling Cow",2017-08-24 09:35:30,16987,"alcoholic","cocktail","highball glass",1,"bailey's irish cream","3/4 oz","3/4",NA,NA,"oz",0.75,21,-0.0768081885247459,"bailey's irish cream","bailey's irish cream"
"1217",307,"Irish Curdling Cow",2017-08-24 09:35:30,16987,"alcoholic","cocktail","highball glass",2,"bourbon","3/4 oz","3/4",NA,NA,"oz",0.75,21,-0.0768081885247459,"bourbon","bourbon"
"1218",307,"Irish Curdling Cow",2017-08-24 09:35:30,16987,"alcoholic","cocktail","highball glass",3,"vodka","3/4 oz","3/4",NA,NA,"oz",0.75,21,-0.0768081885247459,"vodka","vodka"
"1219",307,"Irish Curdling Cow",2017-08-24 09:35:30,16987,"alcoholic","cocktail","highball glass",4,"orange juice","2-3 oz","2",NA,"2-3","oz",2,56,-0.0585595658120971,"orange juice","orange juice"
"1220",308,"Irish Russian",2016-02-03 15:18:50,17015,"alcoholic","beer","highball glass",1,"vodka","1 shot","1",NA,NA,"shot",1,30,-0.0731584639822161,"vodka","vodka"
"1221",308,"Irish Russian",2016-02-03 15:18:50,17015,"alcoholic","beer","highball glass",2,"kahlua","1 shot","1",NA,NA,"shot",1,30,-0.0731584639822161,"kahlua","kahlua"
"1222",308,"Irish Russian",2016-02-03 15:18:50,17015,"alcoholic","beer","highball glass",3,"coca-cola","1 dash","1",NA,NA,"dash",1,0.6,-0.0731584639822161,"coca-cola","coca-cola"
"1223",308,"Irish Russian",2016-02-03 15:18:50,17015,"alcoholic","beer","highball glass",4,"guinness stout","fill with",NA,NA,NA,"fill with",NA,NA,NA,"uncommon ingredient","guinness stout"
"1224",309,"Irish Spring",2017-09-08 16:33:03,11528,"alcoholic","ordinary drink","collins glass",1,"irish whiskey","1 oz","1",NA,NA,"oz",1,28,-0.0731584639822161,"uncommon ingredient","irish whiskey"
"1225",309,"Irish Spring",2017-09-08 16:33:03,11528,"alcoholic","ordinary drink","collins glass",2,"peach brandy","1/2 oz","1/2",NA,NA,"oz",0.5,14,-0.0804579130672757,"uncommon ingredient","peach brandy"
"1226",309,"Irish Spring",2017-09-08 16:33:03,11528,"alcoholic","ordinary drink","collins glass",3,"orange juice","1 oz","1",NA,NA,"oz",1,28,-0.0731584639822161,"orange juice","orange juice"
"1227",309,"Irish Spring",2017-09-08 16:33:03,11528,"alcoholic","ordinary drink","collins glass",4,"sweet and sour","1 oz","1",NA,NA,"oz",1,28,-0.0731584639822161,"sweet and sour","sweet and sour"
"1228",309,"Irish Spring",2017-09-08 16:33:03,11528,"alcoholic","ordinary drink","collins glass",5,"orange","1 slice","1",NA,NA,"slice",1,NA,-0.0731584639822161,"orange","orange"
"1229",309,"Irish Spring",2017-09-08 16:33:03,11528,"alcoholic","ordinary drink","collins glass",6,"cherry","1","1",NA,NA,NA,1,1,-0.0731584639822161,"cherry","cherry"
"1230",310,"Jack Rose Cocktail",2015-08-18 15:11:08,11542,"alcoholic","ordinary drink","cocktail glass",1,"apple brandy","1 1/2 oz","1 1/2",NA,NA,"oz",1.5,42,-0.0658590148971566,"uncommon ingredient","apple brandy"
"1231",310,"Jack Rose Cocktail",2015-08-18 15:11:08,11542,"alcoholic","ordinary drink","cocktail glass",2,"grenadine","1 tsp","1",NA,NA,"tsp",1,NA,-0.0731584639822161,"grenadine","grenadine"
"1232",310,"Jack Rose Cocktail",2015-08-18 15:11:08,11542,"alcoholic","ordinary drink","cocktail glass",3,"lime","juice of 1/2",NA,NA,NA,"juice of",NA,NA,NA,"lime","lime"
"1233",311,"Jack's Vanilla Coke",2017-09-07 15:08:39,16275,"alcoholic","other/unknown","old-fashioned glass",1,"ice","4-5","4",NA,"4-5",NA,4,4,-0.029361769471859,"ice","ice"
"1234",311,"Jack's Vanilla Coke",2017-09-07 15:08:39,16275,"alcoholic","other/unknown","old-fashioned glass",2,"tennessee whiskey","2 oz","2",NA,NA,"oz",2,56,-0.0585595658120971,"uncommon ingredient","tennessee whiskey"
"1235",311,"Jack's Vanilla Coke",2017-09-07 15:08:39,16275,"alcoholic","other/unknown","old-fashioned glass",3,"vanilla extract","1 tsp","1",NA,NA,"tsp",1,NA,-0.0731584639822161,"uncommon ingredient","vanilla extract"
"1236",311,"Jack's Vanilla Coke",2017-09-07 15:08:39,16275,"alcoholic","other/unknown","old-fashioned glass",4,"coca-cola","10-12 oz","10",NA,"10-12","oz",10,280,0.0582316195488553,"coca-cola","coca-cola"
"1237",312,"Jackhammer",2017-09-02 22:48:16,13847,"alcoholic","ordinary drink","collins glass",1,"jack daniels","1 oz","1",NA,NA,"oz",1,28,-0.0731584639822161,"uncommon ingredient","jack daniels"
"1238",312,"Jackhammer",2017-09-02 22:48:16,13847,"alcoholic","ordinary drink","collins glass",2,"amaretto","1 oz","1",NA,NA,"oz",1,28,-0.0731584639822161,"amaretto","amaretto"
"1239",313,"Jam Donut",2016-09-16 16:30:04,17178,"alcoholic","shot","shot glass",1,"baileys irish cream","2/3 oz","2/3",NA,NA,"oz",0.666666666666667,18.6666666666667,-0.0780247633722558,"uncommon ingredient","baileys irish cream"
"1240",313,"Jam Donut",2016-09-16 16:30:04,17178,"alcoholic","shot","shot glass",2,"chambord raspberry liqueur","1/3 oz","1/3",NA,NA,"oz",0.333333333333333,9.33333333333333,-0.0828910627622955,"uncommon ingredient","chambord raspberry liqueur"
"1241",313,"Jam Donut",2016-09-16 16:30:04,17178,"alcoholic","shot","shot glass",3,"sugar syrup","1 tsp","1",NA,NA,"tsp",1,NA,-0.0731584639822161,"sugar syrup","sugar syrup"
"1242",313,"Jam Donut",2016-09-16 16:30:04,17178,"alcoholic","shot","shot glass",4,"sugar","2 pinches","2",NA,NA,"pinches",2,NA,-0.0585595658120971,"sugar","sugar"
"1243",314,"Jamaica Kiss",2015-09-03 04:05:49,14095,"alcoholic","milk / float / shake","hurricane glass",1,"coffee liqueur","1 shot","1",NA,NA,"shot",1,30,-0.0731584639822161,"uncommon ingredient","coffee liqueur"
"1244",314,"Jamaica Kiss",2015-09-03 04:05:49,14095,"alcoholic","milk / float / shake","hurricane glass",2,"light rum","1 shot jamaican","1",NA,NA,"shot jamaican",1,30,-0.0731584639822161,"light rum","light rum"
"1245",314,"Jamaica Kiss",2015-09-03 04:05:49,14095,"alcoholic","milk / float / shake","hurricane glass",3,"ice","cubes",NA,NA,NA,"cubes",NA,NA,NA,"ice","ice"
"1246",314,"Jamaica Kiss",2015-09-03 04:05:49,14095,"alcoholic","milk / float / shake","hurricane glass",4,"milk","",NA,NA,NA,NA,NA,NA,NA,"milk","milk"
"1247",315,"Jamaican Coffee",2015-09-03 03:27:37,15825,"alcoholic","coffee / tea","champagne flute",1,"rum","1/6 glass","1/6",NA,NA,"glass",0.166666666666667,NA,-0.0853242124573153,"rum","rum"
"1248",315,"Jamaican Coffee",2015-09-03 03:27:37,15825,"alcoholic","coffee / tea","champagne flute",2,"coffee","1/6 glass strong black","1/6",NA,NA,"glass strong black",0.166666666666667,NA,-0.0853242124573153,"coffee","coffee"
"1249",315,"Jamaican Coffee",2015-09-03 03:27:37,15825,"alcoholic","coffee / tea","champagne flute",3,"water","1/2 glass cold","1/2",NA,NA,"glass cold",0.5,NA,-0.0804579130672757,"water","water"
"1250",315,"Jamaican Coffee",2015-09-03 03:27:37,15825,"alcoholic","coffee / tea","champagne flute",4,"whipped cream","",NA,NA,NA,NA,NA,NA,NA,"uncommon ingredient","whipped cream"
"1251",316,"Japanese Fizz",2017-09-08 16:33:51,11558,"alcoholic","ordinary drink","highball glass",1,"blended whiskey","1 1/2 oz","1 1/2",NA,NA,"oz",1.5,42,-0.0658590148971566,"uncommon ingredient","blended whiskey"
"1252",316,"Japanese Fizz",2017-09-08 16:33:51,11558,"alcoholic","ordinary drink","highball glass",2,"lemon","juice of 1/2",NA,NA,NA,"juice of",NA,NA,NA,"lemon","lemon"
"1253",316,"Japanese Fizz",2017-09-08 16:33:51,11558,"alcoholic","ordinary drink","highball glass",3,"powdered sugar","1 tsp","1",NA,NA,"tsp",1,NA,-0.0731584639822161,"powdered sugar","powdered sugar"
"1254",316,"Japanese Fizz",2017-09-08 16:33:51,11558,"alcoholic","ordinary drink","highball glass",4,"port","1 tblsp","1",NA,NA,"tblsp",1,NA,-0.0731584639822161,"uncommon ingredient","port"
"1255",316,"Japanese Fizz",2017-09-08 16:33:51,11558,"alcoholic","ordinary drink","highball glass",5,"egg white","1","1",NA,NA,NA,1,1,-0.0731584639822161,"egg white","egg white"
"1256",316,"Japanese Fizz",2017-09-08 16:33:51,11558,"alcoholic","ordinary drink","highball glass",6,"carbonated water","",NA,NA,NA,NA,NA,NA,NA,"carbonated water","carbonated water"
"1257",317,"Jello shots",2017-09-08 16:35:04,14956,"alcoholic","shot","shot glass",1,"vodka","2 cups","2",NA,NA,"cups",2,500,-0.0585595658120971,"vodka","vodka"
"1258",317,"Jello shots",2017-09-08 16:35:04,14956,"alcoholic","shot","shot glass",2,"jello","3 packages","3",NA,NA,"packages",3,NA,-0.0439606676419781,"uncommon ingredient","jello"
"1259",317,"Jello shots",2017-09-08 16:35:04,14956,"alcoholic","shot","shot glass",3,"water","3 cups","3",NA,NA,"cups",3,750,-0.0439606676419781,"water","water"
"1260",318,"Jelly Bean",2017-09-02 22:46:37,13775,"alcoholic","shot","cordial glass",1,"blackberry brandy","1 oz","1",NA,NA,"oz",1,28,-0.0731584639822161,"uncommon ingredient","blackberry brandy"
"1261",318,"Jelly Bean",2017-09-02 22:46:37,13775,"alcoholic","shot","cordial glass",2,"anis","1 oz","1",NA,NA,"oz",1,28,-0.0731584639822161,"uncommon ingredient","anis"
"1262",319,"Jewel Of The Nile",2017-09-08 16:35:48,11566,"alcoholic","ordinary drink","cocktail glass",1,"gin","1 1/2 oz","1 1/2",NA,NA,"oz",1.5,42,-0.0658590148971566,"gin","gin"
"1263",319,"Jewel Of The Nile",2017-09-08 16:35:48,11566,"alcoholic","ordinary drink","cocktail glass",2,"green chartreuse","1/2 oz","1/2",NA,NA,"oz",0.5,14,-0.0804579130672757,"uncommon ingredient","green chartreuse"
"1264",319,"Jewel Of The Nile",2017-09-08 16:35:48,11566,"alcoholic","ordinary drink","cocktail glass",3,"yellow chartreuse","1/2 oz","1/2",NA,NA,"oz",0.5,14,-0.0804579130672757,"uncommon ingredient","yellow chartreuse"
"1265",320,"Jitterbug",2015-09-03 02:55:18,16178,"alcoholic","cocktail","cocktail glass",1,"gin","2 jiggers","2",NA,NA,"jiggers",2,60,-0.0585595658120971,"gin","gin"
"1266",320,"Jitterbug",2015-09-03 02:55:18,16178,"alcoholic","cocktail","cocktail glass",2,"vodka","1 jigger","1",NA,NA,"jigger",1,30,-0.0731584639822161,"vodka","vodka"
"1267",320,"Jitterbug",2015-09-03 02:55:18,16178,"alcoholic","cocktail","cocktail glass",3,"grenadine","3 dashes","3",NA,NA,"dashes",3,1.8,-0.0439606676419781,"grenadine","grenadine"
"1268",320,"Jitterbug",2015-09-03 02:55:18,16178,"alcoholic","cocktail","cocktail glass",4,"lime juice","1 shot","1",NA,NA,"shot",1,30,-0.0731584639822161,"lime juice","lime juice"
"1269",320,"Jitterbug",2015-09-03 02:55:18,16178,"alcoholic","cocktail","cocktail glass",5,"sugar","around rim put 1 pinch",NA,NA,NA,"around rim put",NA,NA,NA,"sugar","sugar"
"1270",320,"Jitterbug",2015-09-03 02:55:18,16178,"alcoholic","cocktail","cocktail glass",6,"sugar syrup","3 dashes","3",NA,NA,"dashes",3,1.8,-0.0439606676419781,"sugar syrup","sugar syrup"
"1271",320,"Jitterbug",2015-09-03 02:55:18,16178,"alcoholic","cocktail","cocktail glass",7,"soda water","fill to top with",NA,NA,NA,"fill to top with",NA,NA,NA,"soda water","soda water"
"1272",321,"John Collins",2017-09-02 12:04:31,11580,"alcoholic","ordinary drink","collins glass",1,"bourbon","2 oz","2",NA,NA,"oz",2,56,-0.0585595658120971,"bourbon","bourbon"
"1273",321,"John Collins",2017-09-02 12:04:31,11580,"alcoholic","ordinary drink","collins glass",2,"lemon juice","1 oz","1",NA,NA,"oz",1,28,-0.0731584639822161,"lemon juice","lemon juice"
"1274",321,"John Collins",2017-09-02 12:04:31,11580,"alcoholic","ordinary drink","collins glass",3,"sugar","1 tsp superfine","1",NA,NA,"tsp superfine",1,NA,-0.0731584639822161,"sugar","sugar"
"1275",321,"John Collins",2017-09-02 12:04:31,11580,"alcoholic","ordinary drink","collins glass",4,"club soda","3 oz","3",NA,NA,"oz",3,84,-0.0439606676419781,"club soda","club soda"
"1276",321,"John Collins",2017-09-02 12:04:31,11580,"alcoholic","ordinary drink","collins glass",5,"maraschino cherry","1","1",NA,NA,NA,1,1,-0.0731584639822161,"maraschino cherry","maraschino cherry"
"1277",321,"John Collins",2017-09-02 12:04:31,11580,"alcoholic","ordinary drink","collins glass",6,"orange","1","1",NA,NA,NA,1,1,-0.0731584639822161,"orange","orange"
"1278",322,"Just a Moonmint",2017-02-20 15:20:36,12688,"non alcoholic","milk / float / shake","highball glass",1,"milk","2 cups","2",NA,NA,"cups",2,500,-0.0585595658120971,"milk","milk"
"1279",322,"Just a Moonmint",2017-02-20 15:20:36,12688,"non alcoholic","milk / float / shake","highball glass",2,"chocolate syrup","",NA,NA,NA,NA,NA,NA,NA,"uncommon ingredient","chocolate syrup"
